target,strategy,seed,labeled_rows,test_rows,r2,mae,rmse,mape_pct
delay_avg_ns,random,1,120,64,0.7182196483462131,0.07355616378892818,0.09640400843661087,28.565710580036146
delay_avg_ns,random,1,140,64,0.7034085577633342,0.07982863105822431,0.09890518203316763,30.5266132835599
delay_avg_ns,random,1,160,64,0.8081403794126285,0.06196630533459927,0.0795484147339687,24.357298981805087
delay_avg_ns,random,1,180,64,0.8289058519950355,0.05854508979931916,0.07512030047359432,22.46949761149372
delay_avg_ns,random,1,200,64,0.8030325126609693,0.05778111907464222,0.0806003654692926,21.537293288841898
delay_avg_ns,uncertainty,1,20,64,0.16701645711026147,0.10601505165632236,0.16575168393714196,35.904817726976646
delay_avg_ns,uncertainty,1,40,64,0.5450288257126608,0.08110499152748846,0.12249875634049731,31.41918939819155
delay_avg_ns,uncertainty,1,60,64,0.37299612041928465,0.09663525326092307,0.14380528683667484,36.3340966134693
delay_avg_ns,uncertainty,1,80,64,0.6902209559385959,0.07410203681291878,0.1010801217359809,31.30459125159813
delay_avg_ns,uncertainty,1,100,64,0.7579027834418111,0.0652199953630591,0.08935824627240284,26.242433944021755
delay_avg_ns,uncertainty,1,120,64,0.7593309093872774,0.0655819133742771,0.08909429531057948,25.791655149862653
delay_avg_ns,uncertainty,1,140,64,0.8023281767288387,0.05912115753099365,0.08074434627072248,24.38073036768753
delay_avg_ns,uncertainty,1,160,64,0.8002218684177079,0.06153311690748236,0.08117339535651433,26.261037903549102
delay_avg_ns,uncertainty,1,180,64,0.8367488705060842,0.05617839979661994,0.07337833211244464,22.135692019799833
delay_avg_ns,uncertainty,1,200,64,0.7976831150946455,0.05680665883075993,0.08168753733515355,21.879938440229246
delay_avg_ns,hybrid_random_then_uncertainty,1,20,64,0.16701645711026136,0.10601505165632237,0.16575168393714196,35.90481772697665
delay_avg_ns,hybrid_random_then_uncertainty,1,40,64,0.20709285258605648,0.10858871922247543,0.16171522338359684,36.747656310703036
