protocol,selected_protocol,target,model,seed,train_hf_rows,train_lf_rows,test_hf_rows,include_source,hf_weight,r2,mae,rmse,mape_pct
source_indicator_equal_weight,,delay_ns,RandomForest,1,56,155,24,True,,-0.49628938528557764,0.08548756203794412,0.1227210316069009,46.19464511828326
source_indicator_weighted,,delay_ns,RandomForest,1,56,155,24,True,1.5,-0.2029607265062836,0.07881139486354301,0.11003653959236943,43.031770349092184
source_indicator_weighted,,delay_ns,RandomForest,1,56,155,24,True,3.0,0.0544150986804508,0.0731353365164611,0.09755768009336976,40.49575014561504
two_stage_lf_plus_hf_residual,,delay_ns,RandomForest,1,56,155,24,False,,-6.310966763407185,0.18993001363881876,0.27126802445768294,95.21169982308896
source_aware_validation_gate,hf_only,delay_ns,RandomForest,1,56,0,24,False,,0.047611932113072575,0.07272257091322086,0.09790799852856606,39.55940121608901
hf_only,,power_uW,GradientBoosting,1,56,0,24,False,,-0.6908661569576704,2.1773109889620823,2.7582050218981657,77.19315228100179
lf_only,,power_uW,GradientBoosting,1,0,155,24,False,,-2.011900130104159,3.0610498012360488,3.68122372739712,53.99377823912478
naive_merge_equal_weight,,power_uW,GradientBoosting,1,56,155,24,False,,-0.8971739296523364,2.251781420156579,2.9216319355941414,85.59092745298264
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,1.0,-0.8971739296523364,2.251781420156579,2.9216319355941414,85.59092745298264
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,1.5,-0.9255404951689381,2.2338213888782636,2.9433930308276706,84.81831113278328
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,2.0,-0.9619722315876813,2.2561945760435798,2.9711074421551076,85.48686597679357
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,3.0,-0.7856159620930774,2.170968894622615,2.834431454026302,81.23067206707394
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,5.0,-0.8222460851235645,2.227136943212574,2.863356625555531,82.68424014105435
weighted_merge_no_source,,power_uW,GradientBoosting,1,56,155,24,False,10.0,-0.782367541685387,2.1298363804194675,2.8318520594192926,80.81771691132157
source_indicator_equal_weight,,power_uW,GradientBoosting,1,56,155,24,True,,-0.8938267409430452,2.243459985958379,2.919053476530849,85.59688692832214
source_indicator_weighted,,power_uW,GradientBoosting,1,56,155,24,True,1.5,-0.8933073821894004,2.2230105448691027,2.9186531917805496,84.14035949128092
source_indicator_weighted,,power_uW,GradientBoosting,1,56,155,24,True,3.0,-0.7912405488808092,2.1662535738100064,2.838892091500178,80.91366588639984
two_stage_lf_plus_hf_residual,,power_uW,GradientBoosting,1,56,155,24,False,,-1.0912627357992952,2.3413313406183915,3.0674410725543244,83.7970821679064
