experiment,training_protocol,seed,target,heldout_cell,fewshot_k,model,train_rows,test_rows,r2,mae,rmse,mape_pct
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,INV,20,GradientBoosting,260,60,0.5872783394751999,0.06550485384561536,0.11010157934200479,23.595806661136866
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,INV,20,GradientBoosting,20,60,0.4269173156283097,0.07120054433178354,0.12973990060234133,34.724878169385335
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,INV,20,GradientBoosting,260,60,0.9629653415277923,0.3814725128119219,0.4916426162926616,9.513846461173586
leave_one_cell_transfer,target_support_only,2,power_avg_uW,INV,20,GradientBoosting,20,60,0.8453489773598172,0.8067635660786632,1.0046660974260238,23.34487776380819
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,INV,40,GradientBoosting,280,40,0.6042370713152818,0.06734250311470893,0.11664601443826926,26.934400339642618
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,INV,40,GradientBoosting,40,40,0.5974680281445954,0.07686589125124506,0.1176393291338237,37.49964158342617
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,INV,40,GradientBoosting,280,40,0.9824555125501512,0.2821707199911369,0.3437494913613533,7.827683101198618
leave_one_cell_transfer,target_support_only,2,power_avg_uW,INV,40,GradientBoosting,40,40,0.9517455696138954,0.4503800163640584,0.5700859245264182,13.239518091025976
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NAND2,0,GradientBoosting,240,80,0.8492999147040073,0.05642990059437666,0.08705241239909069,24.138501788332857
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NAND2,0,GradientBoosting,240,80,0.9774749126590723,0.3430327926383886,0.45209476633992934,6.259959954783281
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NAND2,20,GradientBoosting,260,60,0.7881256497325143,0.04188828929599743,0.06479359048287704,18.27341068889116
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,NAND2,20,GradientBoosting,20,60,-3.7068538370306774,0.15410392092351757,0.30539239011892333,74.75760595699211
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NAND2,20,GradientBoosting,260,60,0.9795749055652566,0.33384939940508984,0.4470688523297529,7.080092970106403
leave_one_cell_transfer,target_support_only,2,power_avg_uW,NAND2,20,GradientBoosting,20,60,0.8590009478619379,0.9525371812317006,1.174628335892469,29.689715835227027
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NAND2,40,GradientBoosting,280,40,0.875907269078788,0.036758055955210166,0.06233919256833565,20.08304451886361
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,NAND2,40,GradientBoosting,40,40,0.4854553432677694,0.07581698014386136,0.12694030518787272,41.11901885339928
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NAND2,40,GradientBoosting,280,40,0.9905892507590671,0.23773737891932747,0.2871085003700582,5.9357291782338795
leave_one_cell_transfer,target_support_only,2,power_avg_uW,NAND2,40,GradientBoosting,40,40,0.920256581329633,0.722021375595752,0.8357596027044218,27.071479570166872
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NOR2,0,GradientBoosting,240,80,0.8026601670685909,0.06308898938204739,0.10624931261819442,15.703400860745848
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NOR2,0,GradientBoosting,240,80,0.9805488323080138,0.3295122751611424,0.41525660016567856,7.048119588480388
leave_one_cell_transfer,source_plus_target_support,2,delay_avg_ns,NOR2,20,GradientBoosting,260,60,0.9180874553416632,0.043216855371578836,0.0606268155928306,15.877458018621521
leave_one_cell_transfer,target_support_only,2,delay_avg_ns,NOR2,20,GradientBoosting,20,60,0.2849819544806823,0.11894989029711275,0.17912163718097412,49.3985893192247
leave_one_cell_transfer,source_plus_target_support,2,power_avg_uW,NOR2,20,GradientBoosting,260,60,0.9795214016055137,0.33529946310105796,0.41695401680532246,6.905763467341654
