candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
28,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.890391559906097,62.63995325043291,2.8394571140837113,0.1990224871527938,typical,5,typical,27
34,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.968891345449045,124.49157082287499,9.293697047804493,0.12296350837201325,typical,5,typical,28
62,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.971525264263219,60.911277690606155,11.279554097981558,0.05384143463771675,typical,5,typical,29
67,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.8113535316372684,123.60744611764207,2.327962663381906,0.04107461351841302,typical,5,typical,30
38,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.6418578473271912,117.98075308041228,8.902644024538315,0.04871192236117592,typical,5,typical,31
46,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.8012652927210848,98.26948494676071,10.953777118962265,0.034478234419686525,typical,5,typical,32
50,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.9552676006676348,-1.3098714121460304,0.33353486843435304,0.08759515108272903,typical,5,typical,33
55,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.8344102519409595,-38.393757007473276,9.136110942459382,0.060114436555461094,typical,5,typical,34
3,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.973364665534951,70.42800893452858,8.253963013656952,0.017203397376275072,typical,5,typical,35
11,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.8167623294697037,-11.115869368226853,9.51092867498935,0.18925340001554244,typical,5,typical,36
74,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.6708047564469048,96.68772521920596,4.482861072187635,0.18363838209055208,typical,5,typical,37
81,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.9030640272059531,89.48959951787958,6.8023858760488904,0.05245241253372446,typical,5,typical,38
