seed,heldout_corner,uncertainty_weight,diversity_weight,support_rows,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
0,ss,0.25,0.75,4,0.5615345353964912,0.15706340868714488,0.22246793190485867,0.908537310955753,0.6152391484138259,0.8225074288433489,0.5826907113941489,0.526027587273284,0.59750682932185,0.4679955227286102,0.4679955227286102,0.9279774489076814,0.80338266384778,0.8888888888888888,0.8888888888888888,0.9890307173932783
0,ss,0.25,0.75,8,0.6000037322750111,0.13214796081853694,0.21248471317935866,0.9053404755490446,0.6011763062026514,0.8367582548577827,0.8722282200122461,0.6475258003910798,0.4984180172181508,0.39075009319751597,0.39075009319751597,0.9343199436222691,0.8139534883720929,0.8888888888888888,0.8888888888888888,0.9881494860659803
0,ss,0.25,0.75,12,0.558227307230951,0.1376173463006628,0.22330536390547484,0.9070888590314621,0.5877533114380408,0.8289946790027155,0.8979430285722048,0.5837519817192129,0.4165827015938188,0.3633558950866822,0.3633558950866822,0.9247357293868922,0.8012684989429175,0.8888888888888888,0.8888888888888888,0.9887053890869673
0,ss,0.25,0.75,16,0.5508384527483585,0.1412867810320785,0.22516506328520364,0.9105262111467352,0.6037811870028413,0.8135153660363891,0.9012245697548085,0.5755258723138132,0.40628516668409975,0.35251876991386877,0.35251876991386877,0.9269908386187456,0.7949260042283298,0.8888888888888888,0.8888888888888888,0.9897510737879323
0,ss,0.25,0.75,20,0.5594172876904208,0.14050127488375938,0.22300440799481208,0.900415987397078,0.65062126311553,0.8582477175462746,0.8938790283444069,0.5786484686324754,0.4096191206195393,0.3802630271267061,0.3802630271267061,0.9368569415081043,0.8097251585623678,0.8888888888888888,0.8888888888888888,0.9887053890869673
0,ss,0.25,0.75,24,0.6210545949818658,0.1320865391806344,0.20681786193962395,0.9055574477600665,0.619379567992424,0.835798724133478,0.9093200639237523,0.6929585499173716,0.45678546132432973,0.4191019471967913,0.4191019471967913,0.9443269908386186,0.8245243128964058,0.8888888888888888,0.8888888888888888,0.9887053890869673
0,ss,0.5,0.5,0,0.4150524727685292,0.1839854017185133,0.25695565277073235,0.9142287565568197,0.59551476216856,0.7965053539924775,0.7591995204651645,0.5296328587012393,0.11130774841930913,0.1739266356205641,0.11130774841930913,0.9393939393939393,0.8139534883720929,0.7777777777777778,0.7777777777777778,0.9887867754192365
0,ss,0.5,0.5,4,0.47244827185341853,0.2039172915364584,0.24402383410931075,0.9114872550571582,0.6022864038825753,0.8091345593462067,0.2596423461090974,0.39583953629629076,0.4906014051464992,0.5209064110267627,0.2596423461090974,0.9185341789992951,0.7674418604651163,0.7777777777777778,0.7777777777777778,0.9667862085108972
0,ss,0.5,0.5,8,0.6719771288176375,0.12098262488091859,0.192420697381294,0.9124227421161302,0.576309468536932,0.8048473487787671,0.8264625929656596,0.7176102194848386,0.6158237157208142,0.5040543639047649,0.5040543639047649,0.9136011275546159,0.7780126849894291,0.8888888888888888,0.8888888888888888,0.9882625834734315
0,ss,0.5,0.5,12,0.6309079685266155,0.13096266296934184,0.20411130340330322,0.9080218922265979,0.6115842170691272,0.8248217067467702,0.916481175802745,0.7071566926349926,0.4570970418643632,0.4330778686346676,0.4330778686346676,0.9340380549682874,0.8139534883720929,0.8888888888888888,0.8888888888888888,0.9891951707669453
0,ss,0.5,0.5,16,0.6330541720701681,0.12145071816086649,0.20351700301229694,0.9172069552916986,0.5869916083570076,0.7825548246798695,0.8702147029151391,0.7032369033369321,0.49724535285452254,0.4399349828431173,0.4399349828431173,0.9209302325581397,0.7801268498942917,0.8888888888888888,0.8888888888888888,0.9879372551671205
0,ss,0.5,0.5,20,0.6532705301007006,0.11920425100793093,0.19783134300991626,0.9200528970726713,0.570922022017045,0.768987378390465,0.8843470306823095,0.7238157413278381,0.5180037533341079,0.46686446330565423,0.46686446330565423,0.9093727977448907,0.7695560253699788,0.7777777777777778,0.7777777777777778,0.9797906471589205
