sample_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,model_corner,tphl_ns,tplh_ns,delay_avg_ns,power_avg_uW,spice_wall_time_s,status,fidelity,statistical_mode,mc_mm_switch,mc_pr_switch,released_spice_path,netlist_path,log_path,ngspice_returncode,candidate_id,seed,heldout_corner,query_order,batch_index,acquisition_phase
26520021,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.6288339083659535,38.83068267644536,8.014814538504382,0.15013306559798284,ss,ss,2.98842,2.72147,2.854945,2.56243,1.6812322500045411,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520021_mux2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520021_mux2_1_ss.log,0,76,5,ss,21,2,stopping_evaluation
26520022,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.7265646931240586,13.644451015247114,11.399848269727949,0.14940568394055306,ss,ss,2.93917,1.6278299999999999,2.2834999999999996,3.06115,2.533100458967965,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520022_mux2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520022_mux2_4_ss.log,0,81,5,ss,22,2,stopping_evaluation
26520023,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.6869294040360459,-3.8243506752324947,4.460595431272555,0.03788949229292093,ss,ss,1.23442,1.9321099999999998,1.583265,0.693643,0.7540426659979858,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520023_nand2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520023_nand2_1_ss.log,0,15,5,ss,23,2,stopping_evaluation
26520024,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.8862733371620442,26.038220537946188,0.7580797775714359,0.02253105163882693,ss,ss,0.166907,0.260179,0.21354299999999998,0.597345,2.1997938330168836,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520024_nand2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520024_nand2_4_ss.log,0,20,5,ss,24,2,stopping_evaluation
26520025,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.6833608827826847,122.28473353320757,1.8377259875615763,0.13454836668758918,ss,ss,2.34392,1.81639,2.080155,2.41654,0.950095541018527,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520025_nand3_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520025_nand3_1_ss.log,0,84,5,ss,25,2,stopping_evaluation
26520026,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.9338325805706553,118.25454302132707,4.273380206636082,0.01427611118454394,ss,ss,0.271612,0.39251199999999997,0.332062,0.868229,2.926038332981989,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand3/sky130_fd_sc_hd__nand3_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520026_nand3_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520026_nand3_4_ss.log,0,95,5,ss,26,2,stopping_evaluation
26520027,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.7534203102030574,92.56723986907329,5.559438004641138,0.04046184968041326,ss,ss,1.10723,2.0265500000000003,1.5668900000000001,0.831042,0.7858630830305628,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520027_nor2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520027_nor2_1_ss.log,0,29,5,ss,27,2,stopping_evaluation
26520028,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.737571068642616,62.617479167916144,10.430316984835843,0.1799996363765775,ss,ss,1.62362,3.27303,2.448325,3.60216,2.0971617079922,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nor2/sky130_fd_sc_hd__nor2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520028_nor2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520028_nor2_4_ss.log,0,33,5,ss,28,2,stopping_evaluation
26520029,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.960741828368532,109.08259467345408,5.469122019325969,0.06586587694752812,ss,ss,1.24798,2.06802,1.6580000000000001,1.70623,1.0375480839866214,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/o21ai/sky130_fd_sc_hd__o21ai_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520029_oai21_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520029_oai21_1_ss.log,0,61,5,ss,29,2,stopping_evaluation
26520030,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.7502295556330196,68.3506104845181,9.874633463261105,0.004605280324569557,ss,ss,0.30988699999999997,1.0942800000000001,0.7020835,0.423859,2.5716858329833485,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/o21ai/sky130_fd_sc_hd__o21ai_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520030_oai21_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520030_oai21_4_ss.log,0,68,5,ss,30,2,stopping_evaluation
26520031,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.8502757021689644,30.34061910299252,3.7392632602837432,0.012124774440553345,ss,ss,0.772961,0.495776,0.6343685,0.385481,1.454473749967292,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/xor2/sky130_fd_sc_hd__xor2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520031_xor2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520031_xor2_1_ss.log,0,37,5,ss,31,2,stopping_evaluation
26520032,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.930634121874042,31.009541763059033,0.5941529325203911,0.14633499279003498,ss,ss,0.387611,0.756656,0.5721335000000001,3.96788,3.588407457980793,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/xor2/sky130_fd_sc_hd__xor2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520032_xor2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520032_xor2_4_ss.log,0,43,5,ss,32,2,stopping_evaluation
26520033,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.6780107593125275,1.7997297660720193,4.138061794970554,0.17943585101781842,ss,ss,2.43975,5.965800000000001,4.202775,3.2016,0.9292188339750282,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520033_aoi21_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520033_aoi21_1_ss.log,0,50,5,ss,33,3,stopping_evaluation
26520034,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.944557877157481,55.25100231233391,4.56707690640899,0.20014093848074066,ss,ss,1.09689,1.8305799999999999,1.4637349999999998,5.01896,3.1030595839838497,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/a21oi/sky130_fd_sc_hd__a21oi_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520034_aoi21_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520034_aoi21_4_ss.log,0,59,5,ss,34,3,stopping_evaluation
26520035,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.9623821996565718,50.2348033408513,7.616693427917206,0.08485876747755017,ss,ss,1.3969399999999998,2.55599,1.976465,2.10389,0.4472577080014162,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520035_inv_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520035_inv_1_ss.log,0,3,5,ss,35,3,stopping_evaluation
26520036,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.9677477696387111,83.73130163685812,7.920929930747566,0.05660136353452215,ss,ss,0.367316,1.07904,0.723178,2.08345,1.2049690000130795,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/inv/sky130_fd_sc_hd__inv_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520036_inv_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520036_inv_4_ss.log,0,7,5,ss,36,3,stopping_evaluation
26520037,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.9088631982686424,1.4557330125618506,5.479397132626543,0.05143286592701271,ss,ss,1.52653,0.8212039999999999,1.1738669999999998,1.27428,1.590102875023149,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520037_mux2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520037_mux2_1_ss.log,0,75,5,ss,37,3,stopping_evaluation
26520038,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.670996709245541,112.11462902081101,2.776825628157844,0.13571066875626786,ss,ss,1.2265000000000001,1.03415,1.130325,2.64993,2.3930566670023836,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/mux2/sky130_fd_sc_hd__mux2_4.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520038_mux2_4_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520038_mux2_4_ss.log,0,78,5,ss,38,3,stopping_evaluation
26520039,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.8915927344540902,115.23968893355735,0.6234312914921512,0.07288958323762576,ss,ss,0.70222,0.734984,0.718602,1.66621,0.7440493750036694,ok,SPICE_SKY130_RELEASED_SPICE,off,0,0,sky130-pdk/libraries/sky130_fd_sc_hd/latest/cells/nand2/sky130_fd_sc_hd__nand2_1.spice,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/netlists/26520039_nand2_1_ss.cir,results/prospective_locked_confirmation/sky130/seed_5/corner_ss/logs/26520039_nand2_1_ss.log,0,14,5,ss,39,3,stopping_evaluation
